
Property No. 0

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [12.00824236869812, 3.9513869285583496, 1066.624690771103, -16886647227.16656, 103.6201286315918]

Property No. 1

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0]
Times: [0.13639450073242188, 4.222458362579346, 874.0011730194092, -16886655336.34857, 114.60274696350098]

Property No. 2

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [0.14666056632995605, 2.8487608432769775, 663.7345337867737, -16886662880.285553, 68.9773964881897]

Property No. 3

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 0.8, 1.0]
Times: [0.6129035949707031, 2.5625691413879395, 758.8136501312256, -16886670435.053274, 80.76087474822998]

Property No. 4

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [0.14551258087158203, 2.6537716388702393, 677.4933016300201, -16886677334.754417, 127.61159658432007]

Property No. 5

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [0.15679931640625, 2.2708756923675537, 771.0935704708099, -16886684838.176882, 118.72261047363281]

Property No. 6

individual verified proportion [0.800000011920929, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [0.22348833084106445, 3.468439817428589, 807.2720119953156, -16886692758.91438, 205.18087148666382]

Property No. 7

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [8.43325138092041, 4.707646131515503, 1085.5501027107239, -16886703681.024801, 97.43510723114014]

Property No. 8

individual verified proportion [1.0, 1.0, 0.75, 0.75, 1.0, 1.0, 1.0, 0.75, 0.800000011920929, 0.800000011920929]
baseline verified proportion [1.0, 1.0, 0.75, 0.75, 1.0, 1.0, 1.0, 0.75, 0.8, 0.8]
Uap verified proportion [1.0, 1.0, 1.0, 0.75, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [0.20431256294250488, 3.0506625175476074, 941.304327249527, -16886712545.614506, 216.2453269958496]

Property No. 9

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [0.45513367652893066, 2.4778120517730713, 1086.9972081184387, -16886723851.621534, 321.48369550704956]

Property No. 10

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [13.728885412216187, 7.324707508087158, 1363.8917536735535, -16886733586.507719, 162.97213315963745]

Property No. 11

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [6.121668577194214, 5.7084314823150635, 2235.4517772197723, -16886753846.171244, 276.5086817741394]

Property No. 12

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0, 1.0, 0.75, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.75, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.75, 1.0]
Times: [9.107835531234741, 6.974871873855591, 2492.978874206543, -16886774983.979816, 197.97768115997314]

Property No. 13

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.800000011920929]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 0.8]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8]
Times: [15.129919528961182, 11.44609522819519, 2316.206443786621, -16886797873.641975, 195.12603044509888]

Property No. 14

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000238418579, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.6000000000000001, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [10.036123037338257, 9.557388305664062, 2087.7794737815857, -16886819686.379469, 250.66922664642334]

Property No. 15

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [11.698299169540405, 10.096553564071655, 1898.6703584194183, -16886840458.20511, 138.11600923538208]

Property No. 16

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [3.468646287918091, 6.656073570251465, 991.111358165741, -16886857220.645525, 132.31974363327026]

Property No. 17

individual verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
Times: [6.240448951721191, 7.261716842651367, 1541.3516883850098, -16886869042.222517, 133.3039116859436]

Property No. 18

individual verified proportion [1.0, 1.0, 1.0, 1.0, 0.800000011920929, 1.0, 1.0, 0.800000011920929, 0.6000000238418579, 1.0]
baseline verified proportion [1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 0.6000000000000001, 1.0]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 0.6000000000000001, 1.0]
Times: [2.9234492778778076, 5.0917253494262695, 1334.161450624466, -16886883489.83072, 166.55149698257446]

Property No. 19

individual verified proportion [1.0, 1.0, 1.0, 0.800000011920929, 1.0, 1.0, 1.0, 1.0, 0.800000011920929, 0.75]
baseline verified proportion [1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 0.8, 0.75]
Uap verified proportion [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]
Times: [6.8219380378723145, 8.024062871932983, 1470.8629381656647, -16886898297.57633, 347.41718769073486]



Eps : 0.025
Individual verified: [91.0, 86.0, 91.0, 87.0, 85.0, 91.0, 89.0, 83.0, 83.0, 86.0] total: 872.0
Baseline verified: [91.0, 86.0, 91.0, 87.0, 85.0, 91.0, 89.0, 83.0, 83.0, 86.0] total: 872.0
Uap verified: [91.0, 86.0, 92.0, 88.0, 85.0, 91.0, 89.0, 84.0, 88.0, 88.0] total: 882.0
Extra verified: [0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 5.0, 2.0] total: 10.0
times: [107.79991269111633, 218.15592241287231, 26573.150599002838, -337735059374.1209, 3455.602457523346]
