Eps : 0.12
Baseline-accuray : 100.0
Uap-ver-accuray : 100.0
Avg-baseline-time : 0.013502888679504395
Avg-uap-ver-time : 0.013502888679504395
Eps : 0.125
Baseline-accuray : 100.0
Uap-ver-accuray : 100.0
Avg-baseline-time : 0.010628366470336914
Avg-uap-ver-time : 0.010628366470336914
Eps : 0.13
Baseline-accuray : 96.0
Uap-ver-accuray : 100.0
Avg-baseline-time : 0.013407454490661622
Avg-uap-ver-time : 0.015766487121582032
Eps : 0.135
Baseline-accuray : 82.0
Uap-ver-accuray : 100.0
Avg-baseline-time : 0.0200140905380249
Avg-uap-ver-time : 0.025210843086242676
Eps : 0.14
Baseline-accuray : 42.0
Uap-ver-accuray : 62.0
Avg-baseline-time : 0.028735442161560057
Avg-uap-ver-time : 0.04510193347930908
Eps : 0.14500000000000002
Baseline-accuray : 2.0
Uap-ver-accuray : 6.0
Avg-baseline-time : 0.04294482707977295
Avg-uap-ver-time : 0.07250879764556885
Eps : 0.15000000000000002
Baseline-accuray : 0.0
Uap-ver-accuray : 2.0
Avg-baseline-time : 0.03881139278411865
Avg-uap-ver-time : 0.06615574836730957
Eps : 0.15500000000000003
Baseline-accuray : 0.0
Uap-ver-accuray : 0.0
Avg-baseline-time : 0.0386200475692749
Avg-uap-ver-time : 0.06722647190093994
Eps : 0.16000000000000003
Baseline-accuray : 0.0
Uap-ver-accuray : 0.0
Avg-baseline-time : 0.03923751831054687
Avg-uap-ver-time : 0.06825254440307617
Eps : 0.16500000000000004
Baseline-accuray : 0.0
Uap-ver-accuray : 0.0
Avg-baseline-time : 0.039062914848327634
Avg-uap-ver-time : 0.06696353435516357
